id,catCode,bu,lv1,lv1_order,lv2,lv2_order,lv3,lv3_order,name,order,biko,charalist
1,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"参領忍衆アザミ",1,"アザミ",1,,"アザミ"
2,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"参領忍衆アザミ",1,"義勇軍のお約束",2,,"主人公,ピリカ,フィーナ,アザミ"
3,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"鬼の村娘ハルカ",2,"ハルカ",1,,"ハルカ"
4,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"鬼の村娘ハルカ",2,"未来への願い",2,,"主人公,ピリカ,フィーナ,ハルカ"
5,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"剣士のタマゴリョータ",3,"リョータ",1,,"リョータ"
6,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"剣士のタマゴリョータ",3,"つむじ風の少年",2,,"主人公,ピリカ,フィーナ,リョータ"
7,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"剛力忍者カンベエ",4,"剛力鬼人",1,,"主人公,ピリカ,フィーナ,カンベエ"
8,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"鬼神党若頭セミマル",5,"セミマル",1,,"セミマル"
9,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"鬼神党若頭セミマル",5,"次期領主",2,"セミマルを襲ったのはセミマル兄の刺客_NL_関連クエスト：外伝 > 魔鬼動乱篇＞義勇軍遊撃","主人公,ピリカ,フィーナ,セミマル"
10,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"猪突の剣士サナ",6,"サナ",1,,"サナ"
11,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"猪突の剣士サナ",6,"薙刀が舞う",2,,"主人公,ピリカ,フィーナ,サナ,ファラ"
12,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"猪突の剣士サナ",6,"光明の一閃",3,,"主人公,ピリカ,フィーナ,サナ"
13,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"冷刃の剣士インドウ",7,"その男、無言につき",1,,"主人公,ピリカ,フィーナ,インドウ"
14,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"冷刃の剣士インドウ",7,"その男、凶暴につき",2,,"主人公,ピリカ,フィーナ,インドウ"
15,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"宿命の剣士ハルアキ",8,"ハルアキ",1,,"ハルアキ"
16,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"宿命の剣士ハルアキ",8,"断てぬ鎖",2,"前提クエスト：フリークエスト > 聖王国＞霞の鬼剣士","主人公,ピリカ,フィーナ,ハルアキ,トウカ"
17,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"呪術師アイリ",9,"アイリ",1,,"アイリ"
18,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"呪術師アイリ",9,"黒歴史を開く時",2,,"主人公,ピリカ,フィーナ,アイリ"
19,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"呪術師アイリ",9,"黒い少女",3,"漆黒の双翼　爆誕","主人公,ピリカ,フィーナ,アイリ"
20,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"剛剣士サコン",10,"サコン",1,,"サコン"
21,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"剛剣士サコン",10,"剛と柔",2,,"主人公,ピリカ,フィーナ,サコン"
22,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"剛剣士サコン",10,"決別の一撃",3,,"主人公,ピリカ,フィーナ,サコン"
23,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"春眠の剣士イブキ",11,"努力と根性",1,,"主人公,ピリカ,フィーナ,イブキ,ツル,メルティオール"
24,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"厭世の剣士ナズナ",12,"ナズナ",1,"関連クエスト：チェインストーリー > 戦場の聖職者たち＞修羅、桜と散る","ナズナ"
25,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"厭世の剣士ナズナ",12,"蘇る修羅",2,,"主人公,ピリカ,フィーナ,ナズナ"
26,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"宿命の剣士トウカ",13,"トウカ",1,,"トウカ"
27,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"宿命の剣士トウカ",13,"鎖断つ刃",2,,"主人公,ピリカ,フィーナ,トウカ"
28,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"宿命の剣士トウカ",13,"空を切る刃",3,"前提クエスト：キャラクエ＞１～２部＞九領＞宿命の剣士ハルアキ","主人公,ピリカ,フィーナ,トウカ,ハルアキ"
29,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"宿命の剣士トウカ",13,"二刀一刃",4,,"主人公,ピリカ,フィーナ,トウカ,ハルアキ,ミシディア"
30,CHARACTER_QUEST,"１～２部","第１～２部",1,"九領",8,"折れた剛刀オグマ",14,"角無き鬼人",1,,"主人公,ピリカ,フィーナ,オグマ"
